transaction_id,date,branch_id,branch_name,kota,provinsi,rating_cabang,product_id,product_name,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating_transaksi
TRX1877786,14/05/2023,11999,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,"4,1",KF134,Antihistamines for systemic use,832800,"0,14","0,3",716208,"214862,4",3
TRX6941122,29/05/2021,76512,Kimia Farma - Klinik & Apotek,Bogor,Jawa Barat,"4,7",KF134,Antihistamines for systemic use,832800,0,"0,3",832800,249840,3
TRX3850474,08/11/2021,85216,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4,KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX5670926,16/10/2022,33069,Kimia Farma - Apotek,Garut,Jawa Barat,"3,9",KF134,Antihistamines for systemic use,832800,"0,02","0,3",816144,"244843,2",3
TRX6287027,08/01/2020,34888,Kimia Farma - Klinik & Apotek,Banda Aceh,Aceh,4,KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX9330215,21/01/2023,29922,Kimia Farma - Apotek,Purwokerto,Jawa Tengah,"3,9",KF134,Antihistamines for systemic use,832800,"0,08","0,3",766176,"229852,8",3
TRX9378760,29/11/2020,29810,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,"4,8",KF134,Antihistamines for systemic use,832800,"0,06","0,3",782832,"234849,6",3
TRX2653076,30/09/2020,40552,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,"4,6",KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX7562336,05/07/2022,47413,Kimia Farma - Klinik & Apotek,Garut,Jawa Barat,"4,4",KF134,Antihistamines for systemic use,832800,"0,11","0,3",741192,"222357,6",3
TRX2453856,25/09/2023,78882,Kimia Farma - Klinik & Apotek,Dumai,Riau,"4,1",KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX6632654,14/09/2023,40462,Kimia Farma - Klinik-Apotek-Laboratorium,Cikampek,Jawa Barat,"4,9",KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX8431557,22/12/2023,82749,Kimia Farma - Klinik-Apotek-Laboratorium,Bekasi,Jawa Barat,"4,4",KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX8175529,14/10/2023,71378,Kimia Farma - Apotek,Gorontalo,Gorontalo,"4,5",KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX4804979,17/01/2023,11640,Kimia Farma - Apotek,Probolinggo,Jawa Timur,"4,2",KF134,Antihistamines for systemic use,832800,"0,11","0,3",741192,"222357,6",3
TRX1831640,28/03/2022,59571,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,"4,9",KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX8861702,08/12/2021,98345,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,"4,7",KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX6146879,18/09/2023,33961,Kimia Farma - Klinik & Apotek,Palangkaraya,Kalimantan Tengah,"4,1",KF134,Antihistamines for systemic use,832800,"0,13","0,3",724536,"217360,8",3
TRX9325943,14/04/2020,82583,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,"4,7",KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX9981258,31/10/2020,99977,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,"4,7",KF134,Antihistamines for systemic use,832800,"0,06","0,3",782832,"234849,6",3
TRX9486486,28/06/2021,24713,Kimia Farma - Klinik-Apotek-Laboratorium,Probolinggo,Jawa Timur,"4,1",KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX3327145,15/03/2020,50270,Kimia Farma - Apotek,Madiun,Jawa Timur,"4,5",KF134,Antihistamines for systemic use,832800,"0,14","0,3",716208,"214862,4",3
TRX2240940,09/10/2020,58133,Kimia Farma - Klinik & Apotek,Garut,Jawa Barat,"4,7",KF134,Antihistamines for systemic use,832800,"0,06","0,3",782832,"234849,6",3
TRX4429986,10/02/2020,27583,Kimia Farma - Apotek,Denpasar,Bali,5,KF134,Antihistamines for systemic use,832800,"0,13","0,3",724536,"217360,8",3
TRX9055191,04/09/2021,95971,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,"4,2",KF134,Antihistamines for systemic use,832800,"0,02","0,3",816144,"244843,2",3
TRX1018645,22/10/2023,15815,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,"4,8",KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX9239101,24/10/2021,49403,Kimia Farma - Apotek,Kuningan,Jawa Barat,"3,9",KF134,Antihistamines for systemic use,832800,"0,07","0,3",774504,"232351,2",3
TRX5101741,02/03/2023,61081,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,"4,9",KF134,Antihistamines for systemic use,832800,"0,13","0,3",724536,"217360,8",3
TRX5954134,21/04/2022,79919,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,"4,9",KF134,Antihistamines for systemic use,832800,"0,06","0,3",782832,"234849,6",3
TRX3874144,30/03/2020,49758,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,"4,7",KF134,Antihistamines for systemic use,832800,"0,06","0,3",782832,"234849,6",3
TRX5843773,19/09/2021,48388,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4,KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX2579996,05/09/2022,22874,Kimia Farma - Klinik-Apotek-Laboratorium,Cilacap,Jawa Tengah,"4,9",KF134,Antihistamines for systemic use,832800,"0,14","0,3",716208,"214862,4",3
TRX4703711,29/03/2023,87381,Kimia Farma - Klinik & Apotek,Tanjungpinang,Kepulauan Riau,4,KF134,Antihistamines for systemic use,832800,"0,14","0,3",716208,"214862,4",3
TRX2926014,14/06/2023,17543,Kimia Farma - Klinik-Apotek-Laboratorium,Palu,Sulawesi Tengah,"4,4",KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX4978698,19/09/2023,98300,Kimia Farma - Apotek,Subang,Jawa Barat,"4,9",KF134,Antihistamines for systemic use,832800,"0,01","0,3",824472,"247341,6",3
TRX5307715,04/03/2020,34829,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,"4,5",KF134,Antihistamines for systemic use,832800,"0,15","0,3",707880,212364,3
TRX9381258,10/03/2020,12057,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,"4,6",KF134,Antihistamines for systemic use,832800,"0,12","0,3",732864,"219859,2",3
TRX3382795,21/09/2023,50787,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,"4,4",KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX2250272,10/03/2020,44522,Kimia Farma - Klinik & Apotek,Langsa,Aceh,"4,6",KF134,Antihistamines for systemic use,832800,"0,15","0,3",707880,212364,3
TRX8858212,28/04/2020,59416,Kimia Farma - Klinik & Apotek,Tangerang,Banten,"4,3",KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX5055555,24/10/2020,12558,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,"4,4",KF134,Antihistamines for systemic use,832800,"0,11","0,3",741192,"222357,6",3
TRX2091286,29/07/2021,18508,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4,KF134,Antihistamines for systemic use,832800,"0,09","0,3",757848,"227354,4",3
TRX1618741,19/02/2022,46335,Kimia Farma - Klinik & Apotek,Tanjungpinang,Kepulauan Riau,"4,8",KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX9279297,05/06/2020,41701,Kimia Farma - Apotek,Pekanbaru,Riau,"4,4",KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX9995612,04/01/2023,81121,Kimia Farma - Klinik-Apotek-Laboratorium,Dumai,Riau,"4,2",KF134,Antihistamines for systemic use,832800,"0,13","0,3",724536,"217360,8",3
TRX2042089,15/05/2023,34854,Kimia Farma - Klinik-Apotek-Laboratorium,Probolinggo,Jawa Timur,"4,4",KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX4870404,07/09/2021,23824,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,"4,9",KF134,Antihistamines for systemic use,832800,"0,01","0,3",824472,"247341,6",3
TRX6660622,23/05/2020,28923,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,"4,2",KF134,Antihistamines for systemic use,832800,"0,09","0,3",757848,"227354,4",3
TRX1857452,18/08/2023,48130,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,"4,7",KF134,Antihistamines for systemic use,832800,"0,14","0,3",716208,"214862,4",3
TRX3781161,05/03/2021,17476,Kimia Farma - Apotek,Jambi,Jambi,"4,5",KF134,Antihistamines for systemic use,832800,"0,14","0,3",716208,"214862,4",3
TRX5057624,20/07/2020,26358,Kimia Farma - Klinik-Apotek-Laboratorium,Dumai,Riau,"4,7",KF134,Antihistamines for systemic use,832800,"0,06","0,3",782832,"234849,6",3
TRX7835041,08/02/2020,65740,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4,KF134,Antihistamines for systemic use,832800,"0,11","0,3",741192,"222357,6",3
TRX6972860,09/11/2022,82202,Kimia Farma - Apotek,Jambi,Jambi,"4,1",KF134,Antihistamines for systemic use,832800,"0,14","0,3",716208,"214862,4",3
TRX4549241,28/05/2023,25923,Kimia Farma - Klinik & Apotek,Medan,Sumatera Utara,"4,8",KF134,Antihistamines for systemic use,832800,"0,01","0,3",824472,"247341,6",3
TRX9961107,28/02/2021,86758,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,4,KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX3561700,25/09/2021,31576,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,"4,4",KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX6364916,28/11/2022,20102,Kimia Farma - Apotek,Pekanbaru,Riau,"4,3",KF134,Antihistamines for systemic use,832800,"0,08","0,3",766176,"229852,8",3
TRX4112213,16/07/2023,14433,Kimia Farma - Apotek,Gorontalo,Gorontalo,4,KF134,Antihistamines for systemic use,832800,"0,01","0,3",824472,"247341,6",3
TRX3126072,05/05/2021,54304,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,"4,1",KF134,Antihistamines for systemic use,832800,"0,09","0,3",757848,"227354,4",3
TRX1004718,27/09/2020,17863,Kimia Farma - Apotek,Gorontalo,Gorontalo,"4,7",KF134,Antihistamines for systemic use,832800,"0,13","0,3",724536,"217360,8",3
TRX6244626,12/01/2020,28795,Kimia Farma - Klinik-Apotek-Laboratorium,Magelang,Jawa Tengah,4,KF134,Antihistamines for systemic use,832800,"0,13","0,3",724536,"217360,8",3
TRX1014262,12/06/2020,23248,Kimia Farma - Apotek,Bima,Nusa Tenggara Barat,"4,1",KF134,Antihistamines for systemic use,832800,"0,05","0,3",791160,237348,3
TRX1696256,07/11/2022,28211,Kimia Farma - Klinik-Apotek-Laboratorium,Medan,Sumatera Utara,"4,6",KF134,Antihistamines for systemic use,832800,"0,08","0,3",766176,"229852,8",3
TRX7021196,03/04/2020,17125,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,"4,5",KF134,Antihistamines for systemic use,832800,"0,09","0,3",757848,"227354,4",3
TRX8591472,06/09/2023,15545,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,"4,3",KF134,Antihistamines for systemic use,832800,"0,14","0,3",716208,"214862,4",3
TRX6083853,01/06/2022,68465,Kimia Farma - Klinik-Apotek-Laboratorium,Madiun,Jawa Timur,"4,5",KF134,Antihistamines for systemic use,832800,"0,12","0,3",732864,"219859,2",3
TRX3003659,29/07/2021,55386,Kimia Farma - Apotek,Cilacap,Jawa Tengah,"4,3",KF134,Antihistamines for systemic use,832800,"0,1","0,3",749520,224856,3
TRX1974295,07/05/2022,40282,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,"4,5",KF134,Antihistamines for systemic use,832800,"0,04","0,3",799488,"239846,4",3
TRX3376957,12/04/2023,26394,Kimia Farma - Klinik-Apotek-Laboratorium,Gorontalo,Gorontalo,"4,9",KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX2193603,15/05/2020,87344,Kimia Farma - Apotek,Semarang,Jawa Tengah,"4,5",KF134,Antihistamines for systemic use,832800,"0,13","0,3",724536,"217360,8",3
TRX2383130,10/10/2020,62913,Kimia Farma - Apotek,Palembang,Sumatera Selatan,"4,5",KF134,Antihistamines for systemic use,832800,"0,01","0,3",824472,"247341,6",3
TRX4477707,18/06/2023,76953,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4,KF134,Antihistamines for systemic use,832800,"0,07","0,3",774504,"232351,2",3
TRX3899679,07/11/2022,60036,Kimia Farma - Apotek,Batam,Kepulauan Riau,"4,9",KF134,Antihistamines for systemic use,832800,"0,07","0,3",774504,"232351,2",3
TRX6644510,29/07/2021,55402,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,"4,9",KF134,Antihistamines for systemic use,832800,"0,09","0,3",757848,"227354,4",3
TRX5199613,06/04/2021,58802,Kimia Farma - Klinik-Apotek-Laboratorium,Mataram,Nusa Tenggara Barat,"4,3",KF134,Antihistamines for systemic use,832800,"0,03","0,3",807816,"242344,8",3
TRX2234931,06/08/2021,85807,Kimia Farma - Klinik-Apotek-Laboratorium,Palembang,Sumatera Selatan,"4,9",KF134,Antihistamines for systemic use,832800,"0,05","0,3",791160,237348,3
TRX4834876,19/03/2022,14957,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,"4,8",KF134,Antihistamines for systemic use,832800,"0,06","0,3",782832,"234849,6",3
TRX3242660,21/01/2022,92475,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4,KF134,Antihistamines for systemic use,832800,"0,15","0,3",707880,212364,3
TRX8276790,23/06/2021,21909,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,14","0,2",190146,"38029,2",3
TRX5027118,22/09/2023,55077,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,11","0,2",196779,"39355,8",3
TRX7333612,25/01/2020,98041,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,"4,5",KF141,Drugs for obstructive airway diseases,221100,"0,09","0,2",201201,"40240,2",3
TRX4108872,19/09/2021,97234,Kimia Farma - Klinik-Apotek-Laboratorium,Ciamis,Jawa Barat,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,03","0,2",214467,"42893,4",3
TRX3203581,06/10/2023,67306,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,06","0,2",207834,"41566,8",3
TRX6057326,25/08/2021,12069,Kimia Farma - Klinik & Apotek,Padang,Sumatera Barat,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,11","0,2",196779,"39355,8",3
TRX7421331,10/10/2020,93257,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,"4,6",KF141,Drugs for obstructive airway diseases,221100,"0,06","0,2",207834,"41566,8",3
TRX4057782,19/07/2021,69213,Kimia Farma - Klinik-Apotek-Laboratorium,Padang,Sumatera Barat,"4,8",KF141,Drugs for obstructive airway diseases,221100,"0,13","0,2",192357,"38471,4",3
TRX2456229,08/03/2022,64264,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,"4,4",KF141,Drugs for obstructive airway diseases,221100,"0,06","0,2",207834,"41566,8",3
TRX6787924,04/02/2021,96803,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,14","0,2",190146,"38029,2",3
TRX9152257,31/05/2021,89265,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,14","0,2",190146,"38029,2",3
TRX6523818,05/09/2020,39130,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,"4,7",KF141,Drugs for obstructive airway diseases,221100,"0,11","0,2",196779,"39355,8",3
TRX5063261,28/09/2021,24592,Kimia Farma - Apotek,Ciamis,Jawa Barat,"3,9",KF141,Drugs for obstructive airway diseases,221100,"0,06","0,2",207834,"41566,8",3
TRX1662627,30/11/2021,38172,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,5,KF141,Drugs for obstructive airway diseases,221100,0,"0,2",221100,44220,3
TRX6955719,25/04/2020,25432,Kimia Farma - Apotek,Cirebon,Jawa Barat,"4,2",KF141,Drugs for obstructive airway diseases,221100,"0,05","0,2",210045,42009,3
TRX4858051,29/10/2020,37158,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,"4,2",KF141,Drugs for obstructive airway diseases,221100,"0,05","0,2",210045,42009,3
TRX2885289,12/01/2021,62295,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,1","0,2",198990,39798,3
TRX7369657,30/07/2023,21155,Kimia Farma - Klinik-Apotek-Laboratorium,Magelang,Jawa Tengah,4,KF141,Drugs for obstructive airway diseases,221100,"0,01","0,2",218889,"43777,8",3
TRX1079654,14/09/2022,31016,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,"4,4",KF141,Drugs for obstructive airway diseases,221100,"0,1","0,2",198990,39798,3
TRX7580867,04/06/2022,85042,Kimia Farma - Klinik-Apotek-Laboratorium,Kupang,Nusa Tenggara Timur,5,KF141,Drugs for obstructive airway diseases,221100,"0,13","0,2",192357,"38471,4",3
TRX5792870,09/09/2023,68218,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,"4,6",KF141,Drugs for obstructive airway diseases,221100,"0,09","0,2",201201,"40240,2",3
TRX4180315,30/12/2022,33932,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,"4,2",KF141,Drugs for obstructive airway diseases,221100,"0,01","0,2",218889,"43777,8",3
TRX1287870,24/01/2021,47384,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,"4,3",KF141,Drugs for obstructive airway diseases,221100,"0,14","0,2",190146,"38029,2",3
TRX3551847,21/04/2022,20102,Kimia Farma - Apotek,Pekanbaru,Riau,"4,3",KF141,Drugs for obstructive airway diseases,221100,"0,02","0,2",216678,"43335,6",3
TRX9974762,15/06/2020,33414,Kimia Farma - Klinik & Apotek,Lubuklinggau,Sumatera Selatan,4,KF141,Drugs for obstructive airway diseases,221100,"0,03","0,2",214467,"42893,4",3
TRX3099369,15/12/2022,77855,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,"3,9",KF141,Drugs for obstructive airway diseases,221100,"0,14","0,2",190146,"38029,2",3
TRX7611462,29/12/2022,57489,Kimia Farma - Klinik-Apotek-Laboratorium,Bandung,Jawa Barat,"4,8",KF141,Drugs for obstructive airway diseases,221100,"0,13","0,2",192357,"38471,4",3
TRX1636354,26/08/2021,85807,Kimia Farma - Klinik-Apotek-Laboratorium,Palembang,Sumatera Selatan,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,07","0,2",205623,"41124,6",3
TRX3032524,18/02/2021,28123,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,07","0,2",205623,"41124,6",3
TRX7867405,07/11/2021,53629,Kimia Farma - Klinik-Apotek-Laboratorium,Kotamobagu,Sulawesi Utara,"4,2",KF141,Drugs for obstructive airway diseases,221100,"0,13","0,2",192357,"38471,4",3
TRX6891104,01/05/2022,52356,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4,KF141,Drugs for obstructive airway diseases,221100,"0,09","0,2",201201,"40240,2",3
TRX9224864,08/07/2023,31604,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,"4,4",KF141,Drugs for obstructive airway diseases,221100,"0,15","0,2",187935,37587,3
TRX6820534,06/08/2022,73969,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,12","0,2",194568,"38913,6",3
TRX6316540,05/11/2022,59448,Kimia Farma - Klinik-Apotek-Laboratorium,Cirebon,Jawa Barat,"4,2",KF141,Drugs for obstructive airway diseases,221100,"0,03","0,2",214467,"42893,4",3
TRX7861750,28/04/2023,63732,Kimia Farma - Klinik & Apotek,Tarakan,Kalimantan Utara,"4,5",KF141,Drugs for obstructive airway diseases,221100,"0,11","0,2",196779,"39355,8",3
TRX7267422,16/04/2020,15418,Kimia Farma - Klinik & Apotek,Pematangsiantar,Sumatera Utara,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,02","0,2",216678,"43335,6",3
TRX5026210,07/11/2020,47349,Kimia Farma - Klinik-Apotek-Laboratorium,Indramayu,Jawa Barat,"3,9",KF141,Drugs for obstructive airway diseases,221100,"0,08","0,2",203412,"40682,4",3
TRX3969326,15/09/2021,79358,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,"4,3",KF141,Drugs for obstructive airway diseases,221100,"0,15","0,2",187935,37587,3
TRX2648948,05/04/2022,12369,Kimia Farma - Apotek,Ciamis,Jawa Barat,"4,4",KF141,Drugs for obstructive airway diseases,221100,"0,01","0,2",218889,"43777,8",3
TRX5469798,16/11/2023,41125,Kimia Farma - Klinik & Apotek,Padang,Sumatera Barat,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,05","0,2",210045,42009,3
TRX2025399,09/05/2020,40462,Kimia Farma - Klinik-Apotek-Laboratorium,Cikampek,Jawa Barat,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,02","0,2",216678,"43335,6",3
TRX2887831,29/06/2021,99554,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,03","0,2",214467,"42893,4",3
TRX6175329,16/09/2023,40282,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,"4,5",KF141,Drugs for obstructive airway diseases,221100,"0,04","0,2",212256,"42451,2",3
TRX1424065,28/02/2022,45642,Kimia Farma - Apotek,Cikampek,Jawa Barat,"4,7",KF141,Drugs for obstructive airway diseases,221100,"0,06","0,2",207834,"41566,8",3
TRX5932617,16/11/2021,81451,Kimia Farma - Apotek,Probolinggo,Jawa Timur,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,07","0,2",205623,"41124,6",3
TRX3210740,08/10/2021,66717,Kimia Farma - Apotek,Subang,Jawa Barat,"4,2",KF141,Drugs for obstructive airway diseases,221100,"0,03","0,2",214467,"42893,4",3
TRX7254450,25/05/2021,79232,Kimia Farma - Klinik & Apotek,Lubuklinggau,Sumatera Selatan,"4,8",KF141,Drugs for obstructive airway diseases,221100,"0,15","0,2",187935,37587,3
TRX2639088,10/08/2022,31706,Kimia Farma - Apotek,Cirebon,Jawa Barat,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,1","0,2",198990,39798,3
TRX8623973,05/01/2022,31233,Kimia Farma - Klinik-Apotek-Laboratorium,Bogor,Jawa Barat,"4,7",KF141,Drugs for obstructive airway diseases,221100,"0,14","0,2",190146,"38029,2",3
TRX7746763,26/01/2023,88832,Kimia Farma - Apotek,Jakarta,DKI Jakarta,"4,2",KF141,Drugs for obstructive airway diseases,221100,"0,02","0,2",216678,"43335,6",3
TRX9317643,04/03/2020,76684,Kimia Farma - Klinik & Apotek,Yogyakarta,DI Yogyakarta,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,03","0,2",214467,"42893,4",3
TRX1338931,30/10/2020,67593,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,03","0,2",214467,"42893,4",3
TRX5039444,07/06/2021,53822,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,"4,9",KF141,Drugs for obstructive airway diseases,221100,0,"0,2",221100,44220,3
TRX4187613,02/03/2020,68313,Kimia Farma - Apotek,Palembang,Sumatera Selatan,"4,8",KF141,Drugs for obstructive airway diseases,221100,"0,03","0,2",214467,"42893,4",3
TRX1242327,03/09/2020,12174,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,"4,7",KF141,Drugs for obstructive airway diseases,221100,"0,03","0,2",214467,"42893,4",3
TRX1424754,02/07/2020,53635,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,01","0,2",218889,"43777,8",3
TRX8093685,19/05/2021,85549,Kimia Farma - Apotek,Ciamis,Jawa Barat,4,KF141,Drugs for obstructive airway diseases,221100,"0,1","0,2",198990,39798,3
TRX8575690,15/12/2020,84188,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,4,KF141,Drugs for obstructive airway diseases,221100,"0,05","0,2",210045,42009,3
TRX3292024,19/05/2022,80802,Kimia Farma - Apotek,Sukabumi,Jawa Barat,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,05","0,2",210045,42009,3
TRX6262874,14/04/2021,66113,Kimia Farma - Apotek,Bekasi,Jawa Barat,4,KF141,Drugs for obstructive airway diseases,221100,"0,13","0,2",192357,"38471,4",3
TRX4424021,06/06/2023,24963,Kimia Farma - Apotek,Purwakarta,Jawa Barat,"4,2",KF141,Drugs for obstructive airway diseases,221100,"0,1","0,2",198990,39798,3
TRX2014690,23/05/2023,28795,Kimia Farma - Klinik-Apotek-Laboratorium,Magelang,Jawa Tengah,4,KF141,Drugs for obstructive airway diseases,221100,"0,12","0,2",194568,"38913,6",3
TRX3727750,13/09/2021,20382,Kimia Farma - Apotek,Batam,Kepulauan Riau,"4,2",KF141,Drugs for obstructive airway diseases,221100,"0,07","0,2",205623,"41124,6",3
TRX1220071,18/01/2021,41131,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,"4,8",KF141,Drugs for obstructive airway diseases,221100,"0,12","0,2",194568,"38913,6",3
TRX3799262,03/01/2020,63732,Kimia Farma - Klinik & Apotek,Tarakan,Kalimantan Utara,"4,5",KF141,Drugs for obstructive airway diseases,221100,"0,11","0,2",196779,"39355,8",3
TRX7161548,08/06/2021,69958,Kimia Farma - Klinik & Apotek,Palembang,Sumatera Selatan,"4,7",KF141,Drugs for obstructive airway diseases,221100,"0,13","0,2",192357,"38471,4",3
TRX1794690,07/10/2022,39499,Kimia Farma - Apotek,Denpasar,Bali,"4,5",KF141,Drugs for obstructive airway diseases,221100,"0,11","0,2",196779,"39355,8",3
TRX7537003,29/06/2021,15273,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,"4,3",KF141,Drugs for obstructive airway diseases,221100,"0,05","0,2",210045,42009,3
TRX9021414,05/12/2023,28380,Kimia Farma - Klinik-Apotek-Laboratorium,Bekasi,Jawa Barat,"4,1",KF141,Drugs for obstructive airway diseases,221100,"0,06","0,2",207834,"41566,8",3
TRX9015400,12/06/2022,46746,Kimia Farma - Klinik & Apotek,Jambi,Jambi,"4,9",KF141,Drugs for obstructive airway diseases,221100,"0,02","0,2",216678,"43335,6",3
